codigo,nome,tipo,descricao,exercicio
11130340000000,"Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos",A,""Registra as receitas originadas do imposto sobre a renda incidente sobre importacias pagas ou creditadas por pessoa jur¡dica a: pessoa jur¡dica, a t¡tulo de comissäes e corretagens, servicos de propaganda prestados, remuneracao de servicos profissionais e servicos de limpeza, conservacao, segurana e locacao de mao-de-obra",2025
11140000000000,"Impostos sobre a Producao e Circulacao de Mercadorias e servicos",S,""Agrega as receitas originadas de impostos sobre a producao e a circulacao. Estao inclu¡das neste grupo as receitas originadas dos seguintes impostos: sobre Produtos Industrializados - IPI e sobre Operacoes de Credito, Cambio e Seguro, ou Relativas a titulos ou Valores Mobili rios - IOF, de competencia da Uniao",2025
11140100000000,"Imposto sobre Produtos Industrializados - IPI",S,""Agrega as receitas originadas do Imposto sobre Produtos Industrializados. Industrializacao, entendida como a modificacao de natureza ou finalidade do produto, ou ainda o seu aperfeioamento para consumo. Quanto ao aspecto temporal, considera-se que o fato gerador ocorreu no momento do desembarao aduaneiro, quando os produtos sao de procedncia estrangeira",2025
11140110000000,"Imposto sobre Produtos Industrializados - IPI - Fumo",A,"Registra as receitas originadas do Imposto sobre Produtos Industrializados incidente sobre fumo (tabaco) manufaturado e nao manufaturado, assim como sobre seus sucedneos manufaturados (charutos, cigarrilhas e cigarros).",2025
11140120000000,"Imposto sobre Produtos Industrializados - IPI- Bebidas",A,"Registra as receitas originadas do Imposto sobre Produtos Industrializados incidente sobre  gua mineral, gelo, refrigerantes, cervejas de malte, vinhos,  alcool et¡lico nao desnaturado,  alcool et¡lico e aguardentes desnaturados, licores, gim, vodca, rum, vinagres e seus sucedneos, obtidos a partir do  cido actico, para usos alimentares, entre outros.",2025
11140130000000,"Imposto sobre Produtos Industrializados - IPI - Autom¢veis",A,""Registra as receitas originadas do Imposto sobre Produtos Industrializados incidente sobre Veiculos e material para vias frreas ou semelhantes, e suas partes",2025
11140140000000,"Imposto sobre Produtos Industrializados - IPI - Vinculados  Importacao",A,"Registra as receitas originadas do Imposto sobre Produtos Industrializados incidente sobre produtos industrializados de procedncia estrangeira. O fato gerador  o desembarao aduaneiro.",2025
11140150000000,"Imposto sobre Produtos Industrializados - IPI - Outros Produtos",A,"Registra as receitas originadas do Imposto sobre Produtos Industrializados incidente sobre as demais mercadorias relacionadas na Tabela de Incidncia do Imposto sobre Produtos Industrializados - TIPI.",2025
11145000000000,"Impostos sobre a Producao e Circulacao de Mercadorias e servicos",S,"Agrega a arrecadacao dos impostos incidentes sobre a producao e circulacao de mercadorias e servicos, de competencia dos Estados.",2025
11145010000000,"Imposto sobre Operacoes Relativas  Circulacao de Mercadorias e sobre Prestaäes de servicos de Transporte Interestadual e Intermunicipal e de Comunicacao",A,"Registra a arrecadacao de Imposto sobre Circulacao de Mercadorias e servicos ? ICMS, de competencia dos Estados. Tem como fato gerador as Operacoes relativas  circulacao de mercadorias e as prestaäes de servicos de transporte interestadual e intermunicipal e de comunicacao, ainda que as Operacoes e as prestaäes se iniciem no exterior. Incide ainda sobre a entrada de mercadoria importada.",2025
11145020000000,"Adicional ICMS - Fundo Estadual de Combate  Pobreza",A,"Registra receita decorrente da aplicacao de adicional de at dois pontos percentuais na aliquota do Imposto sobre Circulacao de Mercadorias e servicos ? ICMS, sobre produtos e servicos suprfluos e nas condiäes definidas na lei complementar de que trata o art. 155, õ 2§, XII, da Constituicao, nao se aplicando, sobre este percentual, o disposto no art. 158, IV, da Constituicao, para constituicao do fundo estadual de combate  pobreza.",2025
11145100000000,"Impostos sobre servicos",S,"Agrega a arrecadacao de imposto sobre servicos de qualquer natureza de competencia dos Municipios. Tem como fato gerador a prestacao, por empresa ou profissional autnomo, com ou sem estabelecimento fixo, de servicos constantes em lista pr¢pria.",2025
11145110000000,"Imposto sobre servicos de Qualquer Natureza - ISSQN",A,"Registra a arrecadacao de imposto sobre servicos de qualquer natureza de competencia dos Municipios. Tem como fato gerador a prestacao, por empresa ou profissional autnomo, com ou sem estabelecimento fixo, de servicos constantes em lista pr¢pria.",2025
11145120000000,"Adicional ISS - Fundo Municipal de Combate  Pobreza",A,"Registra a arrecadacao de receita decorrente da aplicacao de adicional de at meio ponto percentual na aliquota do Imposto sobre servicos ou do imposto que vier a substitu¡-lo, sobre produtos suprfluos, para a constituicao do Fundo Municipal de Combate  Pobreza, conforme estabelece o artigo 82, õ 2§, ADCT, CF/1988.",2025
11145200000000,"Imposto sobre Vendas a Varejo de Combustiveis Liquidos e Gasosos (IVVC)",S,"Registra o valor da receita decorrente da arrecadacao do Imposto sobre Vendas a Varejo de Combustiveis Liquidos e Gasosos (IVVC). Imposto institu¡do pela Constituicao Federal de 1988, art. 156, IV, extinto pela Emenda Constitucional n§ 3/1993. Entretanto, ainda h  arrecadacao de saldos remanescentes do per¡odo em que o referido imposto vigorou.",2025
11150000000000,"Impostos sobre Operacoes de Credito, Cambio e Seguro, ou Relativas a titulos ou Valores Mobili rios",S,"Agrega as receitas originadas do Imposto sobre Operacoes Financeiras.",2025
11150100000000,"Imposto sobre Operacoes Financeiras Incidente sobre o Ouro ? IOF-Ouro",S,"Registra as receitas originadas do Imposto sobre Operacoes Financeiras incidente sobre a primeira aquisicao do ouro, quando definido em lei como ativo financeiro ou instrumento cambial, efetuada por instituicao integrante do Sistema Financeiro Nacional. No caso de ouro oriundo do exterior, o fato gerador  o seu desembarao aduaneiro.",2025
11150120000000,"Imposto sobre Operacoes Financeiras - IOF - Demais Operacoes",A,""Registra as receitas originadas do Imposto sobre Operacoes Financeiras, tais como Operacoes de Credito, Cambio, seguro, assim como as relativas a titulos e valores mobili rios. Considerando-se o fato gerador, quanto as Operacoes de Credito, sua efetivacao pela entrega total ou parcial do montante ou do valor que constitua o objeto das obrigacoes, ou sua colocacao  disposicao do interessado",2025
11150200000000,"Imposto sobre Operacoes Financeiras - IOF - Demais Operacoes",S,""Registra as receitas originadas do Imposto sobre Operacoes Financeiras, tais como Operacoes de Credito, Cambio, seguro, assim como as relativas a titulos e valores mobili rios. Considerando-se o fato gerador, quanto as Operacoes de Credito, sua efetivacao pela entrega total ou parcial do montante ou do valor que constitua o objeto das obrigacoes, ou sua colocacao  disposicao do interessado",2025
11190000000000,"Outros Impostos",S,"Agrega receitas de impostos nao classificados nos itens anteriores.",2025
11199900000000,"Outros Impostos",S,"Registra receitas de impostos nao classificados nos itens anteriores.",2025
11200000000000,Taxas,S,"Agrega as receitas que relacionadas as taxas decorrentes do exerc¡cio do poder de policia ou decorrentes da utilizacao efetiva ou potencial de servico Publico especifico e divisivel, prestado ao contribuinte ou posto  sua disposicao.",2025
11210000000000,"Taxas pelo Exerc¡cio do Poder de policia",S,"Agrega as receitas que se originaram de taxas decorrentes do exerc¡cio do poder de policia.",2025
11210100000000,"Taxas de Inspecao, Controle e Fiscalizacao",S,"Registra as receitas que se originaram de taxas decorrentes do exerc¡cio do poder de policia.",2025
11210200000000,"Taxas de Fiscalizacao das TeleComunicacoes",S,"Agrega receitas que se originaram da Taxa de Fiscalizacao de TeleComunicacoes.",2025
11210210000000,"Taxa de Fiscalizacao de Instalacao - TFI - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra receitas que se originaram da Taxa de Fiscalizacao de Instalacao, devida pelas concession rias, permission rias e autorizadas de servicos de teleComunicacoes e de uso de radiofrequncia, no momento da emissao do certificado de licena para o funcionamento das estaäes, nao proveniente da utilizacao de posiäes orbitais.",2025
11210220000000,"Taxa de Fiscalizacao de Funcionamento - TFF - nao Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra receitas que se originaram da Taxa de Fiscalizacao de Funcionamento, devida pelas concession rias, permission rias e autorizadas de servicos de teleComunicacoes e de uso de radiofrequncia, anualmente pela fiscalizacao do funcionamento das estaäes e que nao sao proveniente da utilizacao de posiäes orbitais.",2025
11210230000000,"Taxa de Fiscalizacao de Instalacao - TFI - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra receitas que se originaram da Taxa de Fiscalizacao de Instalacao, devida pelas concession rias, permission rias e autorizadas de servicos de teleComunicacoes e de uso de radiofrequncia, no momento da emissao do certificado de licena para o funcionamento das estaäes e que sao provenientes da utilizacao de posiäes orbitais.",2025
11210240000000,"Taxa de Fiscalizacao de Funcionamento - TFF - Proveniente da Utilizacao de Posiäes Orbitais",A,"Registra receitas que se originaram da Taxa de Fiscalizacao de Funcionamento, devida pelas concession rias, permission rias e autorizadas de servicos de teleComunicacoes e de uso de radiofrequncia, anualmente pela fiscalizacao do funcionamento das estaäes e que sao provenientes da utilizacao de posiäes orbitais.",2025
11210300000000,"Taxa de Controle e Fiscalizacao de Produtos quimicos",S,"Registra receitas da taxa pelo exerc¡cio do poder de policia para controle e fiscalizacao de produtos quimicos.",2025
11210400000000,"Taxa de Controle e Fiscalizacao Ambiental",S,"Registra as receitas relativas  taxa pelo poder de policia para controle e fiscalizacao das atividades potencialmente poluidoras e utilizadoras de recursos naturais.",2025
11210500000000,"Taxa de Controle e Fiscalizacao da Pesca e Aquicultura",S,"Registra as receitas relativas  Taxa de Controle e Fiscalizacao da Pesca e Aquicultura.",2025
11210600000000,"Taxa de Utilizacao do Sistema Integrado de Comercio Exterior ? SISCOMEX",S,"Registra a arrecadacao decorrente da Taxa de Utilizacao do Sistema Integrado de Comercio Exterior - SISCOMEX, cujo fato gerador consiste na utilizacao do sistema",2025
11210700000000,"Taxa de Utilizacao do Mercante - TUM",S,"Registra as receitas oriundas da Taxa de Utilizacao do MERCANTE, no ambito do Sistema de Controle de Arrecadacao do Adicional ao Frete para Renovacao da Marinha Mercante - Sistema Mercante.",2025
11210800000000,"Taxa de Fiscalizacao devida pela Exploracao Comercial de Loteria de Apostas de Quota Fixa",S,"Registra o ingresso de recursos oriundos Taxa de Fiscalizacao devida pela Exploracao Comercial da Loteria de Apostas de Quota Fixa.",2025
11210900000000,"Taxa de Autorizacao para a Distribuicao Gratuita de Premios",S,"Registra o ingresso de recursos oriundos de Taxa de Autorizacao para a Distribuicao Gratuita de Premios, referente  autorizacao das atividades de que trata a Lei n§ 5.768, de 20 de dezembro de 1971.",2025
11215000000000,"Taxa de Fiscalizacao de Vigilncia Sanit ria",S,"Registra as receitas relacionadas as taxas de inspecao, controle e fiscalizacao de vigilncia sanit ria, de competencia dos Estados, Distrito Federal e Municipios.",2025
11215100000000,"Taxa de Saude Suplementar",S,"Registra as receitas relacionadas as taxas de inspecao, controle e fiscalizacao relativas a Saude suplementar, de competencia dos Estados, Distrito Federal e Municipios.",2025
11220000000000,"Taxas pela Prestacao de servicos",S,"Agrega receitas que se originaram de taxas pela utilizacao efetiva ou potencial de servico Publico especifico e divisivel, prestado ao contribuinte ou posto  sua disposicao.",2025
11220100000000,"Taxas pela Prestacao de servicos em Geral",S,"Registra receitas que se originaram de taxas pela utilizacao efetiva ou potencial de servico Publico especifico e divisivel, prestado ao contribuinte ou posto  sua disposicao.",2025
11220200000000,"Emolumentos e Custas Judiciais ",S,""Registra o valor da arrecadacao de receita de Custas devidas  Uniao em razao da atividade jurisdicional do Estado, na Justia Federal de primeiro e segundo graus, bem como aos estados, na Justia Estadual, com o devido acompanhamento dessas receitas pelo CNJ, de acordo com a Resolucao CNJ n§ 102/2009. Nas aäes c¡veis em geral, o valor das custas  calculado como percentual sobre o valor da causa",2025
11225000000000,"Taxas Judiciais",S,"Registra o valor da arrecadacao de receita de Taxas devidas  Uniao em razao da atividade jurisdicional do Estado, na Justia Federal, bem como aos estados, na Justia Estadual, com o devido acompanhamento dessas receitas pelo CNJ, de acordo com a Resolucao CNJ n§ 102/2009, nao classificadas como emolumentos e custas judiciais.",2025
11225100000000,"Taxas Extrajudiciais",S,"Registra o valor da arrecadacao de receita de taxas relativas a servicos extrajudiciais ligadas  atividade de constrole jurisdicional do Estado, com o devido acompanhamento dessas receitas pelo CNJ, de acordo com a Resolucao CNJ n§ 102/2009.",2025
11225200000000,"Taxa de Estudo de Impacto de Vizinhana (EIV)",S,"Registra as receitas relativas  Taxa de Estudo de Impacto de Vizinhana (EIV), estabelecidas conforme a Lei n§ 10.257/2001.",2025
11225300000000,"Taxa pela Prestacao de servicos de Limpeza Publica e Manejo de Res¡duos S¢lidos.",S,"Registra as receitas que se originaram da cobranca de taxas pela prestacao dos servicos Publicos de limpeza Publica e manejo de res¡duos s¢lidos.",2025
11300000000000,"Contribuicoes de Melhoria",S,"Agrega as receitas relacionadas  Contribuicoes de melhoria, decorrente de obras publicas.",2025
11310000000000,"Contribuicoes de Melhoria",S,"Agrega as receitas relacionadas  Contribuicoes de melhoria, decorrente de obras publicas.",2025
11315000000000,"Contribuicoes de Melhoria para Expansao da Rede de µgua Pot vel e Esgoto Sanitario",S,"Registra o valor da arrecadacao de receita de Contribuicoes de melhoria decorrente de valorizacao de propriedades em funcao da expansao da rede de  gua pot vel e esgoto Sanitario.",2025
11315100000000,"Contribuicoes de Melhoria para Expansao da Rede de Iluminacao Publica na Cidade",S,"Registra o valor da arrecadacao de receita de Contribuicoes de melhoria decorrente de valorizacao de propriedades em funcao da expansao da rede de iluminacao Publica na cidade.",2025
11315200000000,"Contribuicoes de Melhoria para Expansao de Rede de Iluminacao Publica Rural",S,"Registra o valor da arrecadacao de receita sobre a cobranca decorrente de valorizacao de propriedades em funcao da expansao da rede de iluminacao Publica rural.",2025
11315300000000,"Contribuicoes de Melhoria para Pavimentacao e Obras Complementares",S,"Registra o valor da arrecadacao de receita de Contribuicoes de melhoria decorrente de valorizacao de propriedades em funcao da pavimentacao asf ltica, bem como pela colocacao de guias, sarjetas e calamento.",2025
11319900000000,"Outras contribuicoes de Melhoria",S,"Registra outras receitas relacionadas  Contribuicoes de melhoria, que nao se enquadrem nos itens anteriores, decorrentes de obras publicas.",2025
12000000000000,contribuicoes,S,"Agrega as receitas originadas de contribuicoes sociais, de intervencao no dom¡nio econmico, de interesse  das categorias profissionais ou economicas, assim como de contribuicoes destinadas a entidades privadas de servico social e de formacao profissional.",2025
12100000000000,"contribuicoes Sociais",S,"Agrega as receitas originadas de contribuicoes sociais e de interesse de categorias profissionais ou economicas",2025
12110000000000,"Contribuicoes para Financiamento da Seguridade Social - COFINS",S,"Agrega as receitas oriundas da Contribuicoes para o Financiamento da Seguridade Social sobre o faturamento de pessoas juridicas ou a elas equiparadas pela legislacao do imposto de renda.",2025
12110100000000,"Contribuicoes para Financiamento da Seguridade Social - COFINS sobre o Faturamento - Contribuintes nao Optantes pelo Simples Nacional",S,"Registra as receitas oriundas da Contribuicoes para o Financiamento da Seguridade Social sobre o faturamento de pessoas juridicas ou a elas equiparadas pela legislacao do imposto de renda, exclusive as optantes pelo SIMPLES.",2025
12110200000000,"Contribuicoes para Financiamento da Seguridade Social - COFINS sobre o Faturamento - SIMPLES",S,"Registra receitas originadas da Contribuicoes para o Financiamento da Seguridade sobre o faturamento das pessoas juridicas optantes pelo SIMPLES. ",2025
12114900000000,"Contribuicoes para Financiamento da Seguridade Social - COFINS sobre o Faturamento - Parcelamentos",S,""Registra receitas originadas do parcelamento de debitos da Contribuicoes para o Financiamento da Seguridade Social sobre o faturamento das pessoas juridicas ou a elas equiparadas pela legislacao do imposto de renda."",2025
12120000000000,"Contribuicoes para o Programa de Integracao Social e para Programa de Formacao de patrimonio do Servidor Publico PIS/PASEP",S,""Agrega as receitas originadas das contribuicoes para os Programas de Integracao Social e de Formacao do patrimonio do Servidor Publico."",2025
12120100000000,"Contribuicoes para o PIS/PASEP - Contribuintes nao Optantes pelo Simples Nacional",S,""Registra receitas originadas das contribuicoes para os Programas de Integracao Social e de Formacao do patrimonio do Servidor Publico, exclusive as optantes pelo SIMPLES."",2025
12120200000000,"Contribuicoes para o PIS/PASEP - Contribuintes Optantes pelo Simples Nacional",S,""Registra receitas originadas das contribuicoes para os Programas de Integracao Social e de Formacao do patrimonio do Servidor Publico sobre o faturamento das pessoas juridicas optantes pelo Simples Nacional."",2025
12124900000000,"Contribuicoes para o PIS/PASEP - Parcelamentos",S,"Registra as receitas originadas do parcelamento de debitos das contribuicoes para os Programas de Integracao Social e de Formacao do patrimonio do Servidor Publico sobre a folha salarios da Organizacao das Cooperativas Brasileiras e as organizaäes estaduais de cooperativas.",2025
12130000000000,"Contribuicoes Social sobre o Lucro Liquido - CSLL",S,"Agrega as receitas originadas da Contribuicoes Social sobre o Lucro Liquido.",2025
12130100000000,"Contribuicoes Social sobre o Lucro Liquido - CSLL - Contribuintes nao Optantes pelo Simples Nacional",S,"Registra receitas originadas da Contribuicoes Social sobre o Lucro Liquido das pessoas juridicas nao optantes pelo Simples Nacional.",2025
12130200000000,"Contribuicoes Social sobre o Lucro Liquido - CSLL - Contribuintes Optantes pelo Simples Nacional",S,"Registra receitas originadas da Contribuicoes Social sobre o Lucro Liquido das pessoas juridicas optantes pelo Simples Nacional.",2025
12134900000000,"Contribuicoes Social sobre o Lucro Liquido - CSLL - Parcelamentos",S,"Registra receitas originadas do parcelamento de debitos da Contribuicoes Social sobre o Lucro Liquido.",2025
12140000000000,"contribuicoes para o Regime Geral de Previdencia Social - RGPS",S,""Agrega as receitas originadas da Contribuicoes para o Regime Geral de Previdencia Social."",2025
12140100000000,"Contribuicoes Previdenciaria do Empregador ou Equiparado",S,"Agrega as receitas originadas da Contribuicoes Previdenciaria para o RGPS de empres rio ou sociedade que assume o risco de atividade economica urbana ou rural, com fins lucrativos ou nao, bem como dos orgaos e das entidades da administracao Publica direta, indireta e fundacional. Equipara-se a empresa, para fins previdenci rios, o contribuinte individual em relacao ao segurado que lhe presta servico, bem como a cooperativa, associacao ou entidade de qualquer natureza ou finalidade, missao diplom tica e reparticao consular de carreiras estrangeiras.",2025
12140110000000,"Contribuicoes Previdenciaria do Empregador ou Equiparado - Contribuintes nao Optantes pelo Simples Nacional",A,""Registra receitas originadas da Contribuicoes Previdenciaria para o RGPS de: I - empresa: firma individual ou sociedade que assume o risco de atividade economica urbana ou rural, com fins lucrativos ou nao, bem como dos orgaos e das entidades da administracao Publica direta, indireta e fundacional para contribuintes nao optantes pelo Simples Nacional",2025
12140120000000,"Contribuicoes Previdenciaria do Empregador ou Equiparado - Contribuintes Optantes pelo Simples Nacional",A,"Registra receitas originadas da Contribuicoes Previdenciaria para o RGPS de firma individual ou sociedade que assume o risco de atividade economica urbana ou rural, com fins lucrativos ou nao, para contribuintes optantes pelo Simples Nacional. Equiparam-se a empresa, para fins previdenci rios, o contribuinte individual e a pessoa f¡sica na condicao de propriet rio ou dono de obra de construcao civil, em relacao a segurado que lhe presta servico, bem como a cooperativa, a associacao ou a entidade de qualquer natureza ou finalidade, a missao diplom tica e a reparticao consular de carreira estrangeiras.",2025
12140200000000,"Contribuicoes Previdenciaria do Segurado",S,"Registra as receitas originadas da Contribuicoes Previdenciaria para o RGPS dos seguintes segurados obrigatorios (Empregado, Empregado Domestico, Contribuinte Individual, Trabalhador Avulso e Segurado Especial) e facultativos.",2025
12144900000000,"contribuicoes para o Regime Geral de Previdencia Social - RGPS - Parcelamentos",S,""Registra receitas originadas do parcelamento de debitos da Contribuicoes Previdenciaria para o Regime Geral de Previdencia Social -  RGPS."",2025
12150000000000,"contribuicoes para  Regimes Pr¢prios de Previdencia e Sistema de Protecao Social",S,"Agrega as receitas provenientes da contribuicoes para Regimes Pr¢prios de Previdencia e Sistema de Protecao Social, recolhidas dos servidores, da Uniao, Estados, DF e Municipios e de suas respectivas Autarquias e Fundacoes.",2025
12150100000000,"Contribuicoes do Servidor Civil",S,"Agrega as receitas provenientes da Contribuicoes para o Plano de Seguridade Social do Servidor Publico, recolhidas dos servidores ativos, inativos e pensionistas.",2025
