1;1;1;9;01;1;0;1.1.1.9.01.1.0;Outros Impostos;SOF;Agrega receitas de impostos n∆o classificados nos itens anteriores.;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;1;01;1;0;1.1.2.1.01.1.0;Taxas de Inspeá∆o, Controle e Fiscalizaá∆o;SOF;Agrega as receitas que se originaram de taxas decorrentes do exerc°cio do poder de pol°cia.;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;1;01;2;0;1.1.2.1.01.2.0;Taxa de Utilizaá∆o do Sistema Integrado de ComÇrcio Exterior ? SISCOMEX;SOF;Registra a arrecadaá∆o decorrente da Taxa de Utilizaá∆o do Sistema Integrado de ComÇrcio Exterior - SISCOMEX, cujo fato gerador consiste na utilizaá∆o do sistema;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;1;03;1;0;1.1.2.1.03.1.0;Taxa de Controle e Fiscalizaá∆o de Produtos Qu°micos;SOF;Agrega receitas da taxa pelo exerc°cio do poder de pol°cia para controle e fiscalizaá∆o de produtos qu°micos.;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;1;04;1;0;1.1.2.1.04.1.0;Taxa de Controle e Fiscalizaá∆o Ambiental;SOF;Agrega as receitas relativas Ö taxa pelo poder de pol°cia para controle e fiscalizaá∆o das atividades potencialmente poluidoras e utilizadoras de recursos naturais.;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;1;05;1;0;1.1.2.1.05.1.0;Taxa de Controle e Fiscalizaá∆o da Pesca e Aquicultura;SOF;Agrega as receitas relativas Ö Taxa de Controle e Fiscalizaá∆o da Pesca e Aquicultura.;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;2;01;1;0;1.1.2.2.01.1.0;Taxas pela Prestaá∆o de Serviáos;SOF;;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;2;2;02;1;0;1.1.2.2.02.1.0;Emolumentos e Custas Judiciais;SOF;;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;3;0;00;1;0;1.1.3.0.00.1.0;Contribuiá∆o de Melhoria;SOF;Agrega as receitas relacionadas Ö contribuiá∆o de melhoria, decorrente de obras p£blicas.;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;1;01;1;0;1.2.1.1.01.1.0;Contribuiá∆o para Financiamento da Seguridade Social - COFINS sobre o Faturamento;SOF;Registra receitas originadas da Contribuiá∆o para o Financiamento da Seguridade;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;1;02;1;0;1.2.1.1.02.1.0;Contribuiá∆o para Financiamento da Seguridade Social - COFINS sobre o Faturamento - SIMPLES;SOF;"Registra receitas originadas da Contribuiá∆o para o Financiamento da Seguridade
Social sobre o faturamento das pessoas jur°dicas optantes pelo SIMPLES.";;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;1;49;1;0;1.2.1.1.49.1.0;Contribuiá∆o para Financiamento da Seguridade Social - COFINS sobre o Faturamento - Parcelamentos;SOF;Registra receitas originadas do parcelamento de dÇbitos da Contribuiá∆o para o;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;01;0;0;1.2.1.2.01.0.0;Contribuiá∆o para o PIS/PASEP;SOF;"Registra receitas originadas das Contribuiá‰es para os Programas de Integraá∆o
Social e de Formaá∆o do Patrimìnio do Servidor P£blico.";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;01;1;0;1.2.1.2.01.1.0;Contribuiá∆o para o PIS/PASEP - Contribuintes N∆o Optantes pelo Simples Nacional;SOF;"Registra receitas originadas das Contribuiá‰es para os Programas de Integraá∆o
Social e de Formaá∆o do Patrimìnio do Servidor P£blico, exclusive as optantes pelo SIMPLES.";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;01;2;0;1.2.1.2.01.2.0;Contribuiá∆o para o PIS/PASEP - Contribuintes Optantes pelo Simples Nacional;SOF;"Registra receitas originadas das Contribuiá‰es para os Programas de Integraá∆o
Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre optantes pelo SIMPLES.";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;02;0;0;1.2.1.2.02.0.0;Contribuiá∆o para o PIS/PASEP sobre o Faturamento - SIMPLES;SOF;"Registra receitas originadas das Contribuiá‰es para os Programas de Integraá∆o
Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre o faturamento das
pessoas jur°dicas optantes pelo SIMPLES.";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;02;1;0;1.2.1.2.02.1.0;Contribuiá∆o para o PIS/PASEP sobre o Faturamento - SIMPLES;SOF;"Registra receitas originadas das Contribuiá‰es para os Programas de Integraá∆o
Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre o faturamento das
pessoas jur°dicas optantes pelo SIMPLES.";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;03;0;0;1.2.1.2.03.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Templos de Qualquer Culto;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Templos de Qualquer Culto;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;03;1;0;1.2.1.2.03.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Templos de Qualquer Culto;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Templos de Qualquer Culto;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;04;0;0;1.2.1.2.04.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Partidos Pol°ticos;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Partidos Pol°ticos;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;04;1;0;1.2.1.2.04.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Partidos Pol°ticos;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Partidos Pol°ticos;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;05;0;0;1.2.1.2.05.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Instituiá‰es de Educaá∆o e de Assistància Social (Art. 12 da Lei nß 9.532, de 1997);SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Instituiá‰es de Educaá∆o e de Assistància Social (Art. 12 da Lei nß 9.532-1997);";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;05;1;0;1.2.1.2.05.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Instituiá‰es de Educaá∆o e de Assistància Social (Art. 12 da Lei nß 9.532, de 1997);SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Instituiá‰es de Educaá∆o e de Assistància Social (Art. 12 da Lei nß 9.532-1997);";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;06;0;0;1.2.1.2.06.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Instituiá‰es de Car†ter Filantr¢pico, Recreativo, Cultural, Cient°fico e as Associaá‰es (Art. 15 da Lei nß 9.532, de 1997);SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades:Instituiá‰es de Car†ter Filantr¢pico, Recreativo, Cultural, Cient°fico e as Associaá‰es (Art. 15 da Lei nß 9.532, de 1997)";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;06;1;0;1.2.1.2.06.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Instituiá‰es de Car†ter Filantr¢pico, Recreativo, Cultural, Cient°fico e as Associaá‰es (Art. 15 da Lei nß 9.532, de 1997);SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades:Instituiá‰es de Car†ter Filantr¢pico, Recreativo, Cultural, Cient°fico e as Associaá‰es (Art. 15 da Lei nß 9.532, de 1997)";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;07;0;0;1.2.1.2.07.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Sindicados, Federaá‰es e Confederaá‰es;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Sindicados, Federaá‰es e Confederaá‰es;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;07;1;0;1.2.1.2.07.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Sindicados, Federaá‰es e Confederaá‰es;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Sindicados, Federaá‰es e Confederaá‰es;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;08;0;0;1.2.1.2.08.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Serviáos Sociais Autìnomos;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Serviáos Sociais Autìnomos;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;08;1;0;1.2.1.2.08.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Serviáos Sociais Autìnomos;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Serviáos Sociais Autìnomos;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;09;0;0;1.2.1.2.09.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Conselhos de Fiscalizaá∆o de Profiss‰es Regulamentadas;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Conselhos de Fiscalizaá∆o de Profiss‰es Regulamentadas;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;09;1;0;1.2.1.2.09.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Conselhos de Fiscalizaá∆o de Profiss‰es Regulamentadas;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Conselhos de Fiscalizaá∆o de Profiss‰es Regulamentadas;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;10;0;0;1.2.1.2.10.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Fundaá‰es de Direito Privado;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Fundaá‰es de Direito Privado;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;10;1;0;1.2.1.2.10.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Fundaá‰es de Direito Privado;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Fundaá‰es de Direito Privado;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;11;0;0;1.2.1.2.11.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Condom°nio de Propriet†rios de Im¢veis Residenciais ou Comerciais;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Condom°nio de Propriet†rios de Im¢veis Residenciais ou Comerciais;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;11;1;0;1.2.1.2.11.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Condom°nio de Propriet†rios de Im¢veis Residenciais ou Comerciais;SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Condom°nio de Propriet†rios de Im¢veis Residenciais ou Comerciais;";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;12;0;0;1.2.1.2.12.0.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Organizaá∆o das Cooperativas Brasileiras e as Organizaá‰es Estaduais de Cooperativas (Lei nß 5.764, de 1971);SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Organizaá∆o das Cooperativas Brasileiras e as Organizaá‰es Estaduais de Cooperativas (Lei nß 5.764, de 1971);";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;12;1;0;1.2.1.2.12.1.0;Contribuiá∆o para o PIS/PASEP sobre a Folha de Sal†rios - Organizaá∆o das Cooperativas Brasileiras e as Organizaá‰es Estaduais de Cooperativas (Lei nß 5.764, de 1971);SOF;"Registram receitas originadas da Contribuiá‰es para os Programas de Integraá∆o Social e de Formaá∆o do Patrimìnio do Servidor P£blico sobre a folha de sal†rios,
respectivamente, das seguintes entidades: Organizaá∆o das Cooperativas Brasileiras e as Organizaá‰es Estaduais de Cooperativas (Lei nß 5.764, de 1971);";Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;2;49;1;0;1.2.1.2.49.1.0;Contribuiá∆o para o PIS/PASEP - Parcelamentos;SOF;;;Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;3;01;0;0;1.2.1.3.01.0.0;Contribuiá∆o Social sobre o Lucro L°quido - CSLL;SOF;Registra receitas originadas da Contribuiá∆o Social sobre o Lucro L°quido.;Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1;3;01;1;0;1.2.1.3.01.1.0;Contribuiá∆o Social sobre o Lucro L°quido - CSLL - Contribuintes N∆o Optantes pelo Simples Nacional;SOF;Registra receitas originadas da Contribuiá∆o Social sobre o Lucro L°quido de contribuintes n∆o optantes pelo Simples Nacional.;Portaria SEAFI nß 25, de 24 de Abril de 2019 (SOF);Exclu°do;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
