Codigo;Nome;Tipo
11225304000000;Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
11225305000000;Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Multas;    S
11225306000000;Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Juros de Mora;    S
11225307000000;Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa - Multas da Dívida Ativa;    S
11225308000000;Taxa pela Prestação de Serviços de Limpeza Pública e Manejo de Resíduos Sólidos - Juros de Mora da Dívida Ativa;    S
11300000000000;Contribuição de Melhoria;    S
11310000000000;Contribuição de Melhoria;    S
11315000000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário;    N
11315001000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Principal;    S
11315002000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Multas e Juros de Mora;    S
11315003000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Dívida Ativa;    S
11315004000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
11315005000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Multas;    S
11315006000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Juros de Mora;    S
11315007000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Dívida Ativa - Multas da Dívida Ativa;    S
11315008000000;Contribuição de Melhoria para Expansão da Rede de Água Potável e Esgoto Sanitário - Juros de Mora da Dívida Ativa;    S
11315100000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade;    N
11315101000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Principal;    N
11315102000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Multas e Juros de Mora;    N
11315103000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Dívida Ativa;    N
11315104000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
11315105000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Multas;    S
11315106000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Juros de Mora;    S
11315107000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Dívida Ativa - Multas da Dívida Ativa;    S
11315108000000;Contribuição de Melhoria para Expansão da Rede de Iluminação Pública na Cidade - Juros de Mora da Dívida Ativa;    S
11315200000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural;    S
11315201000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Principal;    S
11315202000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Multas e Juros de Mora;    S
11315203000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Dívida Ativa;    N
11315204000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
11315205000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Multas;    S
11315206000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Juros de Mora;    S
11315207000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Dívida Ativa - Multas da Dívida Ativa;    S
11315208000000;Contribuição de Melhoria para Expansão de Rede de Iluminação Pública Rural - Juros de Mora da Dívida Ativa;    S
11315300000000;Contribuição de Melhoria para Pavimentação e Obras Complementares;    S
11315301000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Principal;    S
11315302000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Multas e Juros de Mora;    S
11315303000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Dívida Ativa;    N
11315304000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
11315305000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Multas;    S
11315306000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Juros de Mora;    S
11315307000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Dívida Ativa - Multas da Dívida Ativa;    S
11315308000000;Contribuição de Melhoria para Pavimentação e Obras Complementares - Juros de Mora da Dívida Ativa;    S
11319900000000;Outras Contribuições de Melhoria;    S
11319901000000;Outras Contribuições de Melhoria - Principal;    S
11319902000000;Outras Contribuições de Melhoria - Multas e Juros de Mora;    S
11319903000000;Outras Contribuições de Melhoria - Dívida Ativa;    N
11319904000000;Outras Contribuições de Melhoria - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
11319905000000;Outras Contribuições de Melhoria - Multas;    S
11319906000000;Outras Contribuições de Melhoria - Juros de Mora;    S
11319907000000;Outras Contribuições de Melhoria - Dívida Ativa - Multas da Dívida Ativa;    S
11319908000000;Outras Contribuições de Melhoria - Juros de Mora da Dívida Ativa;    S
12000000000000;Contribuições;    S
12100000000000;Contribuições Sociais;    S
12150000000000;Contribuições para  Regimes Próprios de Previdência e Sistema de Proteção Social;    S
12150100000000;Contribuição do Servidor Civil;    N
12150110000000;Contribuição do Servidor Civil Ativo;    S
12150111000000;Contribuição do Servidor Civil Ativo - Principal;    S
12150112000000;Contribuição do Servidor Civil Ativo - Multas e Juros de Mora;    S
12150113000000;Contribuição do Servidor Civil Ativo - Dívida Ativa;    S
12150114000000;Contribuição do Servidor Civil Ativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
12150115000000;Contribuição do Servidor Civil Ativo - Multas;    S
12150116000000;Contribuição do Servidor Civil Ativo - Juros de Mora;    S
12150117000000;Contribuição do Servidor Civil Ativo - Dívida Ativa - Multas da Dívida Ativa;    S
12150118000000;Contribuição do Servidor Civil Ativo - Juros de Mora da Dívida Ativa;    N
12150120000000;Contribuição do Servidor Civil Inativo;    N
12150121000000;Contribuição do Servidor Civil Inativo - Principal;    S
12150122000000;Contribuição do Servidor Civil Inativo - Multas e Juros de Mora;    S
12150123000000;Contribuição do Servidor Civil Inativo - Dívida Ativa;    S
12150124000000;Contribuição do Servidor Civil Inativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
12150125000000;Contribuição do Servidor Civil Inativo - Multas;    S
12150126000000;Contribuição do Servidor Civil Inativo - Juros de Mora;    S
12150127000000;Contribuição do Servidor Civil Inativo - Dívida Ativa - Multas da Dívida Ativa;    S
12150128000000;Contribuição do Servidor Civil Inativo - Juros de Mora da Dívida Ativa;    S
12150130000000;Contribuição do Servidor Civil - Pensionistas;    N
12150131000000;Contribuição do Servidor Civil - Pensionistas - Principal;    N
12150132000000;Contribuição do Servidor Civil - Pensionistas - Multas e Juros de Mora;    N
12150133000000;Contribuição do Servidor Civil - Pensionistas - Dívida Ativa;    N
12150134000000;Contribuição do Servidor Civil - Pensionistas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    N
12150135000000;Contribuição do Servidor Civil - Pensionistas - Multas;    S
12150136000000;Contribuição do Servidor Civil - Pensionistas - Juros de Mora;    S
12150137000000;Contribuição do Servidor Civil - Pensionistas - Dívida Ativa - Multas da Dívida Ativa;    S
12150138000000;Contribuição do Servidor Civil - Pensionistas - Juros de Mora da Dívida Ativa;    S
12150140000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo;    S
12150141000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Principal;    S
12150142000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Multas e Juros de Mora;    S
12150143000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Dívida Ativa;    S
12150144000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    N
12150145000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Multas;    S
12150146000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Juros de Mora;    S
12150147000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Dívida Ativa - Multas da Dívida Ativa;    S
12150148000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Ativo - Juros de Mora da Dívida Ativa;    S
12150150000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo;    S
12150151000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Principal;    S
12150152000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Multas e Juros de Mora;    S
12150153000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Dívida Ativa;    S
12150154000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    N
12150155000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Multas;    S
12150156000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Juros de Mora;    S
12150157000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Dívida Ativa - Multas da Dívida Ativa;    S
12150158000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil Inativo - Juros de Mora da Dívida Ativa;    S
12150160000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas;    S
12150161000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Principal;    S
12150162000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Multas e Juros de Mora;    S
12150163000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Dívida Ativa;    S
12150164000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    N
12150165000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Multas;    S
12150166000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Juros de Mora;    S
12150167000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Dívida Ativa - Multas da Dívida Ativa;    S
12150168000000;Contribuição Oriunda de Sentenças Judiciais - Servidor Civil - Pensionistas - Juros de Mora da Dívida Ativa;    S
12150200000000;Contribuição Patronal - Servidor Civil;    S
12150210000000;Contribuição Patronal - Servidor Civil Ativo;    S
12150211000000;Contribuição Patronal - Servidor Civil Ativo - Principal;    S
12150212000000;Contribuição Patronal - Servidor Civil Ativo - Multas e Juros de Mora;    S
12150213000000;Contribuição Patronal - Servidor Civil Ativo - Dívida Ativa;    N
12150214000000;Contribuição Patronal - Servidor Civil Ativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
12150215000000;Contribuição Patronal - Servidor Civil Ativo - Multas;    S
12150216000000;Contribuição Patronal - Servidor Civil Ativo - Juros de Mora;    S
12150217000000;Contribuição Patronal - Servidor Civil Ativo - Dívida Ativa - Multas da Dívida Ativa;    S
12150218000000;Contribuição Patronal - Servidor Civil Ativo - Juros de Mora da Dívida Ativa;    S
12150220000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo;    S
12150221000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Principal;    S
12150222000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Multas e Juros de Mora;    S
12150223000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Dívida Ativa;    N
12150224000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
12150225000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Multas;    S
12150226000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Juros de Mora;    S
12150227000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Dívida Ativa - Multas da Dívida Ativa;    S
12150228000000;Contribuição Patronal Oriunda de Sentenças Judiciais - Patronal - Servidor Civil Ativo - Juros de Mora da Dívida Ativa;    S
12150300000000;Contribuição do Servidor Civil - Parcelamentos;    S
12150301000000;Contribuição do Servidor Civil - Parcelamentos - Principal;    S
12150302000000;Contribuição do Servidor Civil - Parcelamentos - Multas e Juros de Mora;    S
12150303000000;Contribuição do Servidor Civil - Parcelamentos - Dívida Ativa;    N
12150304000000;Contribuição do Servidor Civil - Parcelamentos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    N
12150305000000;Contribuição do Servidor Civil - Parcelamentos - Multas;    N
12150306000000;Contribuição do Servidor Civil - Parcelamentos - Juros de Mora;    N
12150307000000;Contribuição do Servidor Civil - Parcelamentos - Dívida Ativa - Multas da Dívida Ativa;    N
12150308000000;Contribuição do Servidor Civil - Parcelamentos - Juros de Mora da Dívida Ativa;    S
12155000000000;Contribuição Patronal - Servidor Civil Inativo e Pensionistas;    S
12155010000000;Contribuição Patronal - Servidor Civil - Inativo;    S
12155011000000;Contribuição Patronal - Servidor Civil - Inativo - Principal;    S
12155012000000;Contribuição Patronal - Servidor Civil - Inativo - Multas e Juros de Mora;    S
12155013000000;Contribuição Patronal - Servidor Civil - Inativo - Dívida Ativa;    S
12155014000000;Contribuição Patronal - Servidor Civil - Inativo - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa;    S
12155015000000;Contribuição Patronal - Servidor Civil - Inativo - Multas;    S
12155016000000;Contribuição Patronal - Servidor Civil - Inativo - Juros de Mora;    N
12155017000000;Contribuição Patronal - Servidor Civil - Inativo - Dívida Ativa - Multas da Dívida Ativa;    S
12155018000000;Contribuição Patronal - Servidor Civil - Inativo - Juros de Mora da Dívida Ativa;    S
12155020000000;Contribuição Patronal - Servidor Civil - Pensionistas;    S
12155021000000;Contribuição Patronal - Servidor Civil - Pensionistas - Principal;    S
12155022000000;Contribuição Patronal - Servidor Civil - Pensionistas - Multas e Juros de Mora;    S
