111210300;APLICAÇÕES FINANCEIRAS DE LIQUIDEZ IMEDIATA;Compreende/Registra as aplicações financeiras de alta liquidez em moeda estrangeira, que são prontamente conversíveis em valores conhecidos de caixa e que estão sujeitas a um insignificante risco de mudança de valor, inclusive as aplicações referentes ao fechamento de câmbio para aquisição de moeda estrangeira e as aplicações de depósitos com juros em moeda estrangeira realizadas no curtíssimo prazo.;Devedora;Ativa;Financeiro
111300000;CAIXA E EQUIVALENTES DE CAIXA - VALORES RESTITUÍVEIS E VINCULADOS;Compreende o somatórios dos valores em Caixa e Equivalentes de Caixa, quando a entidade do setor público for fiel depositária de recursos oriundos de terceiros ou retenções em nome deles.;Devedora;Ativa;-
111310000;DEPÓSITOS RESTITUÍVEIS E VALORES VINCULADOS - CONSOLIDAÇÃO;Compreende o somatórios dos valores em Caixa e Equivalentes de Caixa, quando a entidade do setor público for fiel depositária de recursos oriundos de terceiros ou retenções em nome deles. Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;Devedora;Ativa;-
111310100;DEPÓSITOS CONSIGNADOS;Compreende os valores recebidos em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços.;Devedora;Ativa;Financeiro
111310200;GARANTIAS;Compreende/Registra o valor em Caixa e Equivalentes de Caixa referente à garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;Devedora;Ativa;Financeiro
111310300;DEPÓSITOS JUDICIAIS;Compreende o valor em Caixa e Equivalentes de Caixa, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais, passíveis de serem restituídos.;Devedora;Ativa;Financeiro
111310400;DEPÓSITOS NÃO JUDICIAIS;Compreende o valor em Caixa e Equivalentes de Caixa decorrentes de depósitos recebidos, que devem ser restituídos. Exceto depósitos judiciais.;Devedora;Ativa;Financeiro
111310500;PRECATÓRIOS;Compreende o valor em Caixa e Equivalentes de Caixa dos valores do ente público depositados em conta especial para pagamento de precatórios.;Devedora;Ativa;Financeiro
111310600;OUTROS VALORES RESTITUÍVEIS;Compreende/Registra os valores restituíveis em Caixa e Equivalentes de Caixa em posse da entidade, no papel de fiel depositária.;Devedora;Ativa;Financeiro
111320000;VALORES RESTITUÍVEIS - INTRA OFSS;Compreende os valores em Caixa e Equivalentes de Caixade de terceiros ou retenções em nome deles, quando a entidade do setor público for fiel depositaria, exigíveis no curto prazo. Compreende os saldos INTRA que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).. Definições de CEC 4a, reunião Extraordinária de 2021- CTCONF.;Devedora;Ativa;-
111320100;CONSIGNAÇÕES;Compreende o valor em Caixa e Equivalentes de Caixa recebido em confiança ou em consignações, geralmente retidos em folha de pagamento de empregados ou servidores ou nos pagamentos referentes a compras de bens e serviços INTRA OFSS.;Devedora;Ativa;-
111320101;RPPS - RETENÇÕES SOBRE VENCIMENTOS E VANTAGENS;Registra o valor em Caixa e Equivalentes de Caixa das retenções efetuadas em pagamentos a servidores a ser recolhido ao RPPS do servidor.;Devedora;Ativa;Financeiro
111320102;OUTRAS CONSIGNAÇÕES;Registra o valor em Caixa e Equivalentes de Caixa recebido em confiança ou em consignações não classificados em itens anteriores.;Devedora;Ativa;Financeiro
112000000;CRÉDITOS A CURTO PRAZO;Compreende os valores a receber por fornecimento de bens, serviços, créditos tributários, dívida ativa, transferências e empréstimos e financiamentos concedidos realizáveis em até 12 meses da data das demonstrações.;Devedora;Ativa;-
112100000;CRÉDITOS TRIBUTÁRIOS A RECEBER;Compreende os valores relativos a créditos a receber oriundos das variações patrimoniais aumentativas tributárias, realizáveis em até 12 meses da data das demonstrações. Os tributos são: impostos, taxas, contribuições de melhoria, contribuições e empréstimos compulsórios.;Devedora;Ativa;-
112110000;CRÉDITOS TRIBUTÁRIOS A RECEBER - CONSOLIDAÇÃO;Compreende os valores relativos a créditos a receber oriundos das variações patrimoniais aumentativas tributárias, realizáveis em até 12 meses da data das demonstrações.. Os tributos são: impostos, taxas, contribuições de melhoria, contribuições e empréstimos compulsórios. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;Devedora;Ativa;-
112110100;IMPOSTOS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo cuja obrigação tem por fato gerador uma situação independente de qualquer atividade estatal específica relativa ao contribuinte.;Devedora;Ativa;-
112110101;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Renda e Proventos de Qualquer Natureza retidos na fonte.;Devedora;Ativa;Permanente
112110102;IPVA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade de Veículos Automotores.;Devedora;Ativa;Permanente
112110103;ITCMD;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Causa Mortis"" e Doação de Bens e Direitos.";Devedora;Ativa;Permanente
112110104;ICMS;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Operações Relativas a circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação.;Devedora;Ativa;Permanente
112110105;IPTU;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade Predial e Territorial Urbana.;Devedora;Ativa;Permanente
112110106;ITBI;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";Devedora;Ativa;Permanente
112110107;ISS;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre Serviços de Qualquer Natureza.;Devedora;Ativa;Permanente
112110108;ITR;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre a Propriedade Territorial Rural, devidos aos municípios ou ao Distrito Federal devido a convênios firmados com a União, conforme inciso III, parágrafo 4º do artigo 153 da Constituição Federal.;Devedora;Ativa;Permanente
112110199;OUTROS IMPOSTOS A RECEBER;Registra os valores relativos aos impostos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112110200;TAXAS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo que tem como fato gerador o exercício regular do poder de polícia ou a utilização efetiva ou potencial de serviço público específico e divisível, prestado ao contribuinte ou posto a sua disposição.;Devedora;Ativa;-
112110201;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pelo exercício do poder de polícia.;Devedora;Ativa;Permanente
112110202;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pela prestação de serviços.;Devedora;Ativa;Permanente
112110300;CONTRIBUIÇÕES DE MELHORIA;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança dos valores decorrentes da contribuição instituída para fazer face ao custo de obras públicas de que decorra valorização imobiliária.;Devedora;Ativa;-
112110301;CONTRIBUIÇÕES DE MELHORIA;Registra os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das contribuições de melhoria.;Devedora;Ativa;Permanente
112110400;DEMAIS CONTRIBUIÇÕES;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança das demais contribuições.;Devedora;Ativa;-
112110401;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;Registra os valores relativos aos créditos a receber dos Municípios e o Distrito Federal que instituírem contribuição, na forma das respectivas leis, para o custeio do serviço de iluminação pública, conforme artigo 149-A da Constituição Federal de 1988.;Devedora;Ativa;Permanente
112110500;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;Compreende os valores relativos aos créditos a receber, decorrentes das contribuições para o financiamento do regime geral de previdência social.;Devedora;Ativa;-
112110502;CONTRIBUIÇÕES DO RGPS A RECEBER;Registra os valores relativos aos créditos a receber, decorrentes das contribuições previdenciárias do RPGS.;Devedora;Ativa;Permanente
112110599;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;Registra os valores relativos aos créditos a receber, decorrentes das demais contribuições à previdência social.;Devedora;Ativa;Permanente
112117000;CRÉDITOS TRIBUTARIOS PARCELADOS;Compreende/Registra os valores relativos aos créditos aos créditos a receber, decorrentes de Créditos Tributários Parcelados, exceto créditos previdenciários.;Devedora;Ativa;Permanente
112117100;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;Compreende/Registra os valores relativos aos  créditos a receber, decorrentes de parcelamentos de créditos de natureza previdenciária.;Devedora;Ativa;Permanente
112119900;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;Compreende/Registra os valores relativos aos créditos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112120000;CRÉDITOS TRIBUTÁRIOS A RECEBER - INTRA OFSS;Compreende os valores relativos a créditos a receber oriundos das variações patrimoniais aumentativas tributárias, realizáveis em até 12 meses da data das demonstrações. Os tributos são: impostos, taxas, contribuições de melhoria, contribuições e empréstimos compulsórios. Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;Devedora;Ativa;-
112120100;IMPOSTOS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo cuja obrigação tem por fato gerador uma situação independente de qualquer atividade estatal específica relativa ao contribuinte.;Devedora;Ativa;-
112120101;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Renda e Proventos de Qualquer Natureza retidos na fonte.;Devedora;Ativa;Permanente
112120102;IPVA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade de Veículos Automotores.;Devedora;Ativa;Permanente
112120103;ITCMD;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Causa Mortis"" e Doação de Bens e Direitos.";Devedora;Ativa;Permanente
112120104;ICMS;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Operações Relativas a circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação.;Devedora;Ativa;Permanente
112120105;IPTU;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade Predial e Territorial Urbana.;Devedora;Ativa;Permanente
112120106;ITBI;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";Devedora;Ativa;Permanente
112120107;ISS;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre Serviços de Qualquer Natureza.;Devedora;Ativa;Permanente
112120108;ITR;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre a Propriedade Territorial Rural, devidos aos municípios ou ao Distrito Federal devido a convênios firmados com a União, conforme inciso III, parágrafo 4º do artigo 153 da Constituição Federal.;Devedora;Ativa;Permanente
112120199;OUTROS IMPOSTOS A RECEBER;Registra os valores relativos aos impostos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112120200;TAXAS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo que tem como fato gerador o exercício regular do poder de polícia ou a utilização efetiva ou potencial de serviço público específico e divisível, prestado ao contribuinte ou posto a sua disposição.;Devedora;Ativa;-
112120201;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pelo exercício do poder de polícia.;Devedora;Ativa;Permanente
112120202;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pela prestação de serviços.;Devedora;Ativa;Permanente
112120300;CONTRIBUIÇÕES DE MELHORIA;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança dos valores decorrentes da contribuição instituída para fazer face ao custo de obras públicas de que decorra valorização imobiliária.;Devedora;Ativa;-
112120301;CONTRIBUIÇÕES DE MELHORIA;Registra os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das contribuições de melhoria.;Devedora;Ativa;Permanente
112120400;DEMAIS CONTRIBUIÇÕES;Compreende os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das demais contribuições.;Devedora;Ativa;-
112120401;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;Registra os valores relativos aos créditos a receber dos Municípios e o Distrito Federal que instituírem contribuição, na forma das respectivas leis, para o custeio do serviço de iluminação pública, conforme artigo 149-A da Constituição Federal de 1988;Devedora;Ativa;Permanente
112120500;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;Compreende os valores relativos aos créditos a receber, decorrentes das contribuições para o financiamento do regime geral de previdência social.;Devedora;Ativa;-
112120502;CONTRIBUIÇÕES DO RGPS A RECEBER;Registra os valores relativos aos créditos a receber, decorrentes das contribuições previdenciárias do RPGS.;Devedora;Ativa;Permanente
112120599;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;Registra os valores relativos aos créditos a receber, decorrentes das demais contribuições à previdência social.;Devedora;Ativa;Permanente
112127000;CRÉDITOS TRIBUTARIOS PARCELADOS;Compreende/Registra os valores relativos aos créditos a receber, decorrentes de créditos tributários parcelados, exceto créditos previdenciários.;Devedora;Ativa;Permanente
112127100;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;Compreende/Registra os valores relativos aos  créditos a receber, decorrentes de parcelamentos de créditos de natureza previdenciária.;Devedora;Ativa;Permanente
112129900;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;Compreende/Registra os valores relativos aos créditos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112130000;CRÉDITOS TRIBUTÁRIOS A RECEBER - INTER OFSS - UNIÃO;Compreende os valores relativos a créditos a receber oriundos das variações patrimoniais aumentativas tributárias realizáveis em até 12 meses da data das demonstrações. Os tributos são: impostos, taxas, contribuições de melhoria, contribuições e empréstimos compulsórios. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União. .;Devedora;Ativa;-
112130100;IMPOSTOS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo cuja obrigação tem por fato gerador uma situação independente de qualquer atividade estatal específica relativa ao contribuinte.;Devedora;Ativa;-
112130101;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Renda e Proventos de Qualquer Natureza retidos na fonte.;Devedora;Ativa;Permanente
112130102;IPVA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade de Veículos Automotores.;Devedora;Ativa;Permanente
112130103;ITCMD;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Causa Mortis"" e Doação de Bens e Direitos.";Devedora;Ativa;Permanente
112130104;ICMS;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Operações Relativas a circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação.;Devedora;Ativa;Permanente
112130105;IPTU;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade Predial e Territorial Urbana.;Devedora;Ativa;Permanente
112130106;ITBI;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";Devedora;Ativa;Permanente
112130107;ISS;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre Serviços de Qualquer Natureza.;Devedora;Ativa;Permanente
112130108;ITR;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre a Propriedade Territorial Rural, devidos aos municípios ou ao Distrito Federal devido a convênios firmados com a União, conforme inciso III, parágrafo 4º do artigo 153 da Constituição Federal.;Devedora;Ativa;Permanente
112130199;OUTROS IMPOSTOS A RECEBER;Registra os valores relativos aos impostos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112130200;TAXAS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo que tem como fato gerador o exercício regular do poder de polícia ou a utilização efetiva ou potencial de serviço público específico e divisível, prestado ao contribuinte ou posto à sua disposição.;Devedora;Ativa;-
112130201;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pelo exercício do poder de polícia.;Devedora;Ativa;Permanente
112130202;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pela prestação de serviços.;Devedora;Ativa;Permanente
112130300;CONTRIBUIÇÕES DE MELHORIA;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança dos valores decorrentes da contribuição instituída para fazer face ao custo de obras públicas de que decorra valorização imobiliária.;Devedora;Ativa;-
112130301;CONTRIBUIÇÕES DE MELHORIA;Registra os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das contribuições de melhoria.;Devedora;Ativa;Permanente
112130400;DEMAIS CONTRIBUIÇÕES;Compreende os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das demais contribuições.;Devedora;Ativa;-
112130401;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;Registra os valores relativos aos créditos a receber dos Municípios e o Distrito Federal que instituírem contribuição, na forma das respectivas leis, para o custeio do serviço de iluminação pública, conforme artigo 149-A da Constituição Federal de 1988;Devedora;Ativa;Permanente
112130500;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;Compreende os valores relativos aos créditos a receber, decorrentes das contribuições para o financiamento do regime geral de previdência social.;Devedora;Ativa;-
112130599;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;Registra os valores relativos aos créditos a receber, decorrentes das demais contribuições à previdência social.;Devedora;Ativa;Permanente
112137000;CRÉDITOS TRIBUTARIOS PARCELADOS;Compreende/Registra os valores relativos aos créditos aos créditos a receber, decorrentes de créditos tributários parcelados, exceto créditos previdenciários.;Devedora;Ativa;Permanente
112137100;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;Compreende/Registra os valores relativos aos  créditos a receber, decorrentes de parcelamentos de créditos de natureza previdenciária.;Devedora;Ativa;Permanente
112139900;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;Compreende/Registra os valores relativos aos créditos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112140000;CRÉDITOS TRIBUTÁRIOS A RECEBER - INTER OFSS - ESTADO;Compreende os valores relativos a créditos a receber oriundos das variações patrimoniais aumentativas tributárias realizáveis em até 12 meses da data das demonstrações. Os tributos são: impostos, taxas, contribuições de melhoria, contribuições e empréstimos compulsórios. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;Devedora;Ativa;-
112140100;IMPOSTOS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo cuja obrigação tem por fato gerador uma situação independente de qualquer atividade estatal específica relativa ao contribuinte.;Devedora;Ativa;-
112140101;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Renda e Proventos de Qualquer Natureza retidos na fonte.;Devedora;Ativa;Permanente
112140102;IPVA;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade de Veículos Automotores.;Devedora;Ativa;Permanente
112140103;ITCMD;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Causa Mortis"" e Doação de Bens e Direitos.";Devedora;Ativa;Permanente
112140104;ICMS;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Operações Relativas a circulação de Mercadorias e sobre Prestação de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação.;Devedora;Ativa;Permanente
112140105;IPTU;Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre a Propriedade Predial e Territorial Urbana.;Devedora;Ativa;Permanente
112140106;ITBI;"Registra os valores relativos a créditos a receber, decorrentes da cobrança do Imposto sobre Transmissão ""Inter Vivos"" de Bens Imóveis e de Direitos Reais sobre Imóveis";Devedora;Ativa;Permanente
112140107;ISS;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre Serviços de Qualquer Natureza.;Devedora;Ativa;Permanente
112140108;ITR;Registra os valores relativos aos créditos a receber, decorrentes do Imposto Sobre a Propriedade Territorial Rural, devidos aos municípios ou ao Distrito Federal devido a convênios firmados com a União, conforme inciso III, parágrafo 4º do artigo 153 da Constituição Federal.;Devedora;Ativa;Permanente
112140199;OUTROS IMPOSTOS A RECEBER;Registra os valores relativos aos impostos a receber não classificadas em itens anteriores.;Devedora;Ativa;Permanente
112140200;TAXAS;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança da modalidade de tributo que tem como fato gerador o exercício regular do poder de polícia ou a utilização efetiva ou potencial de serviço público específico e divisível, prestado ao contribuinte ou posto a sua disposição.;Devedora;Ativa;-
112140201;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pelo exercício do poder de polícia.;Devedora;Ativa;Permanente
112140202;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;Registra os valores relativos aos créditos a receber, decorrentes da cobrança das taxas pela prestação de serviços.;Devedora;Ativa;Permanente
112140300;CONTRIBUIÇÕES DE MELHORIA;Compreende os valores relativos aos créditos a receber, decorrentes da cobrança dos valores decorrentes da contribuição instituída para fazer face ao custo de obras públicas de que decorra valorização imobiliária.;Devedora;Ativa;-
112140301;CONTRIBUIÇÕES DE MELHORIA;Registra os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das contribuições de melhoria.;Devedora;Ativa;Permanente
112140400;DEMAIS CONTRIBUIÇÕES;Compreende os valores relativos aos créditos aos créditos a receber, decorrentes da cobrança das demais contribuições.;Devedora;Ativa;-
