1.1.2.1.2.05.00;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;S;Devedora;Superior
1.1.2.1.2.05.02;CONTRIBUIÇÕES DO RGPS A RECEBER;D;A;Devedora;Último
1.1.2.1.2.05.99;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;A;Devedora;Último
1.1.2.1.2.70.00;CRÉDITOS TRIBUTARIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.2.71.00;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.2.99.00;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;D;A;Devedora;Último
1.1.2.1.3.00.00;CRÉDITOS TRIBUTÁRIOS A RECEBER - INTER OFSS - UNIÃO;D;S;Devedora;Superior
1.1.2.1.3.01.00;IMPOSTOS;D;S;Devedora;Superior
1.1.2.1.3.01.01;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;D;A;Devedora;Último
1.1.2.1.3.01.02;IPVA;D;A;Devedora;Último
1.1.2.1.3.01.03;ITCMD;D;A;Devedora;Último
1.1.2.1.3.01.04;ICMS;D;A;Devedora;Último
1.1.2.1.3.01.05;IPTU;D;A;Devedora;Último
1.1.2.1.3.01.06;ITBI;D;A;Devedora;Último
1.1.2.1.3.01.07;ISS;D;A;Devedora;Último
1.1.2.1.3.01.08;ITR;D;A;Devedora;Último
1.1.2.1.3.01.99;OUTROS IMPOSTOS A RECEBER;D;A;Devedora;Último
1.1.2.1.3.02.00;TAXAS;D;S;Devedora;Superior
1.1.2.1.3.02.01;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;D;A;Devedora;Último
1.1.2.1.3.02.02;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;D;A;Devedora;Último
1.1.2.1.3.03.00;CONTRIBUIÇÕES DE MELHORIA;D;S;Devedora;Superior
1.1.2.1.3.03.01;CONTRIBUIÇÕES DE MELHORIA;D;A;Devedora;Último
1.1.2.1.3.04.00;DEMAIS CONTRIBUIÇÕES;D;S;Devedora;Superior
1.1.2.1.3.04.01;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;D;A;Devedora;Último
1.1.2.1.3.05.00;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;S;Devedora;Superior
1.1.2.1.3.05.99;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;A;Devedora;Último
1.1.2.1.3.70.00;CRÉDITOS TRIBUTARIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.3.71.00;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.3.99.00;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;D;A;Devedora;Último
1.1.2.1.4.00.00;CRÉDITOS TRIBUTÁRIOS A RECEBER - INTER OFSS - ESTADO;D;S;Devedora;Superior
1.1.2.1.4.01.00;IMPOSTOS;D;S;Devedora;Superior
1.1.2.1.4.01.01;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;D;A;Devedora;Último
1.1.2.1.4.01.02;IPVA;D;A;Devedora;Último
1.1.2.1.4.01.03;ITCMD;D;A;Devedora;Último
1.1.2.1.4.01.04;ICMS;D;A;Devedora;Último
1.1.2.1.4.01.05;IPTU;D;A;Devedora;Último
1.1.2.1.4.01.06;ITBI;D;A;Devedora;Último
1.1.2.1.4.01.07;ISS;D;A;Devedora;Último
1.1.2.1.4.01.08;ITR;D;A;Devedora;Último
1.1.2.1.4.01.99;OUTROS IMPOSTOS A RECEBER;D;A;Devedora;Último
1.1.2.1.4.02.00;TAXAS;D;S;Devedora;Superior
1.1.2.1.4.02.01;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;D;A;Devedora;Último
1.1.2.1.4.02.02;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;D;A;Devedora;Último
1.1.2.1.4.03.00;CONTRIBUIÇÕES DE MELHORIA;D;S;Devedora;Superior
1.1.2.1.4.03.01;CONTRIBUIÇÕES DE MELHORIA;D;A;Devedora;Último
1.1.2.1.4.04.00;DEMAIS CONTRIBUIÇÕES;D;S;Devedora;Superior
1.1.2.1.4.04.01;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;D;A;Devedora;Último
1.1.2.1.4.05.00;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;S;Devedora;Superior
1.1.2.1.4.05.99;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;A;Devedora;Último
1.1.2.1.4.70.00;CRÉDITOS TRIBUTARIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.4.71.00;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.4.99.00;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;D;A;Devedora;Último
1.1.2.1.5.00.00;CRÉDITOS TRIBUTÁRIOS A RECEBER - INTER OFSS - MUNICÍPIO;D;S;Devedora;Superior
1.1.2.1.5.01.00;IMPOSTOS;D;S;Devedora;Superior
1.1.2.1.5.01.01;IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA;D;A;Devedora;Último
1.1.2.1.5.01.02;IPVA;D;A;Devedora;Último
1.1.2.1.5.01.03;ITCMD;D;A;Devedora;Último
1.1.2.1.5.01.04;ICMS;D;A;Devedora;Último
1.1.2.1.5.01.05;IPTU;D;A;Devedora;Último
1.1.2.1.5.01.06;ITBI;D;A;Devedora;Último
1.1.2.1.5.01.07;ISS;D;A;Devedora;Último
1.1.2.1.5.01.08;ITR;D;A;Devedora;Último
1.1.2.1.5.01.99;OUTROS IMPOSTOS A RECEBER;D;A;Devedora;Último
1.1.2.1.5.02.00;TAXAS;D;S;Devedora;Superior
1.1.2.1.5.02.01;TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA;D;A;Devedora;Último
1.1.2.1.5.02.02;TAXAS PELA PRESTAÇÃO DE SERVIÇOS;D;A;Devedora;Último
1.1.2.1.5.03.00;CONTRIBUIÇÕES DE MELHORIA;D;S;Devedora;Superior
1.1.2.1.5.03.01;CONTRIBUIÇÕES DE MELHORIA;D;A;Devedora;Último
1.1.2.1.5.04.00;DEMAIS CONTRIBUIÇÕES;D;S;Devedora;Superior
1.1.2.1.5.04.01;CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA;D;A;Devedora;Último
1.1.2.1.5.05.00;CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;S;Devedora;Superior
1.1.2.1.5.05.99;OUTRAS CONTRIBUIÇÕES PREVIDENCIÁRIAS A RECEBER;D;A;Devedora;Último
1.1.2.1.5.70.00;CRÉDITOS TRIBUTARIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.5.71.00;CRÉDITOS PREVIDENCIÁRIOS PARCELADOS;D;A;Devedora;Último
1.1.2.1.5.99.00;OUTROS CRÉDITOS TRIBUTÁRIOS A RECEBER;D;A;Devedora;Último
1.1.2.2.0.00.00;CLIENTES;D;S;Devedora;Superior
1.1.2.2.1.00.00;CLIENTES - CONSOLIDAÇÃO;D;S;Devedora;Superior
1.1.2.2.1.01.00;FATURAS/DUPLICATAS A RECEBER;D;A;Devedora;Último
1.1.2.2.1.03.00;FATURAS/DUPLICATAS A RECEBER VENCIDAS;D;A;Devedora;Último
1.1.2.2.2.00.00;CLIENTES - INTRA OFSS;D;S;Devedora;Superior
1.1.2.2.2.01.00;FATURAS/DUPLICATAS A RECEBER;D;A;Devedora;Último
1.1.2.2.2.03.00;FATURAS/DUPLICATAS A RECEBER VENCIDAS;D;A;Devedora;Último
1.1.2.2.3.00.00;CLIENTES - INTER OFSS - UNIÃO;D;S;Devedora;Superior
1.1.2.2.3.01.00;FATURAS/DUPLICATAS A RECEBER;D;A;Devedora;Último
1.1.2.2.3.03.00;FATURAS/DUPLICATAS A RECEBER VENCIDAS;D;A;Devedora;Último
1.1.2.2.4.00.00;CLIENTES - INTER OFSS - ESTADO;D;S;Devedora;Superior
1.1.2.2.4.01.00;FATURAS/DUPLICATAS A RECEBER;D;A;Devedora;Último
1.1.2.2.4.03.00;FATURAS/DUPLICATAS A RECEBER VENCIDAS;D;A;Devedora;Último
1.1.2.2.5.00.00;CLIENTES - INTER OFSS - MUNICÍPIO;D;S;Devedora;Superior
1.1.2.2.5.01.00;FATURAS/DUPLICATAS A RECEBER;D;A;Devedora;Último
1.1.2.2.5.03.00;FATURAS/DUPLICATAS A RECEBER VENCIDAS;D;A;Devedora;Último
1.1.2.3.0.00.00;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER;D;S;Devedora;Superior
1.1.2.3.1.00.00;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER - CONSOLIDAÇÃO;D;S;Devedora;Superior
1.1.2.3.1.01.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIAS DE INSTITUIÇÕES PRIVADAS;D;A;Devedora;Último
1.1.2.3.1.02.00;CRÉDITOS DE CONSÓRCIOS PÚBLICOS DECORRENTES DE CONTRATO DE RATEIO;D;A;Devedora;Último
1.1.2.3.1.99.00;OUTROS CRÉDITOS DE TRANSFERÊNCIAS A RECEBER;D;A;Devedora;Último
1.1.2.3.2.00.00;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER - INTRA OFSS;D;A;Devedora;Último
1.1.2.3.3.00.00;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER - INTER OFSS - UNIÃO;D;S;Devedora;Superior
1.1.2.3.3.01.00;CRÉDITOS DECORRENTES DA PARTICIPAÇÃO NAS RECEITAS DA UNIÃO;D;S;Devedora;Superior
1.1.2.3.3.01.01;COTA-PARTE DO FPE;D;A;Devedora;Último
1.1.2.3.3.01.02;COTA-PARTE DO FPM;D;A;Devedora;Último
1.1.2.3.3.01.03;COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL;D;A;Devedora;Último
1.1.2.3.3.01.04;COTA-PARTE DO IPI - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS;D;A;Devedora;Último
1.1.2.3.3.01.05;COTA-PARTE DA CIDE;D;A;Devedora;Último
1.1.2.3.3.02.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS;D;S;Devedora;Superior
1.1.2.3.3.02.01;COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PELA UTILIZAÇÃO DE RECUROS HÍDRICOS;D;A;Devedora;Último
1.1.2.3.3.02.02;COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PELA UTILIZAÇÃO DE RECURSOS MINERAIS;D;A;Devedora;Último
1.1.2.3.3.02.03;COTA-PARTE DO VALOR DO PETRÓLEO BRUTO DE PRODUÇÃO NACIONAL;D;A;Devedora;Último
1.1.2.3.3.03.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIA DO SUS;D;A;Devedora;Último
1.1.2.3.3.04.00;CRÉDITOS DECORRENTES DO FNAS;D;A;Devedora;Último
1.1.2.3.3.05.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIA DO FNDE;D;S;Devedora;Superior
1.1.2.3.3.05.01;COTA-PARTE DO SALÁRIO-EDUCAÇÃO;D;A;Devedora;Último
1.1.2.3.3.07.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIAS MULTIGOVERNAMENTAIS;D;S;Devedora;Superior
1.1.2.3.3.07.01;FUNDEB;D;A;Devedora;Último
1.1.2.3.3.07.99;OUTROS RECURSOS DO FNDE;D;A;Devedora;Último
1.1.2.3.3.08.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIAS DE CONVÊNIOS;D;A;Devedora;Último
1.1.2.3.3.99.00;CRÉDITOS DECORRENTES DE OUTRAS TRANSFERÊNCIAS;D;A;Devedora;Último
1.1.2.3.4.00.00;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER - INTER OFSS - ESTADO;D;S;Devedora;Superior
1.1.2.3.4.01.00;CRÉDITOS DECORRENTES DA PARTICIPAÇÃO NAS RECEITAS DOS ESTADOS;D;S;Devedora;Superior
1.1.2.3.4.01.01;COTA-PARTE DO ICMS;D;A;Devedora;Último
1.1.2.3.4.01.02;COTA-PARTE DO IPVA;D;A;Devedora;Último
1.1.2.3.4.01.99;OUTROS CRÉDITOS DECORRENTES DA PARTICIPAÇÃO NAS RECEITAS DOS ESTADOS;D;A;Devedora;Último
1.1.2.3.4.03.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIA DO SUS;D;A;Devedora;Último
1.1.2.3.4.07.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIAS MULTIGOVERNAMENTAIS;D;S;Devedora;Superior
1.1.2.3.4.07.01;FUNDEB;D;A;Devedora;Último
1.1.2.3.4.07.99;OUTROS RECURSOS DO FNDE;D;A;Devedora;Último
1.1.2.3.4.08.00;CRÉDITOS DECORRENTES DE TRANSFERÊNCIAS DE CONVÊNIOS;D;A;Devedora;Último
1.1.2.3.4.99.00;OUTROS CRÉDITOS DE TRANSFERÊNCIAS A RECEBER;D;A;Devedora;Último
1.1.2.3.5.00.00;CRÉDITOS DE TRANSFERÊNCIAS A RECEBER - INTER OFSS - MUNICÍPIO;D;A;Devedora;Último
1.1.2.4.0.00.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.1.00.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS - CONSOLIDAÇÃO;D;S;Devedora;Superior
1.1.2.4.1.01.00;EMPRÉSTIMOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.1.01.01;DEVEDORES POR EMPRÉSTIMOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.1.02.00;FINANCIAMENTOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.1.02.01;DEVEDORES POR FINANCIAMENTOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.1.03.00;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS A RECEBER;D;S;Devedora;Superior
1.1.2.4.1.03.01;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS CONCEDIDOS A RECEBER;D;A;Devedora;Último
1.1.2.4.1.03.02;JUROS E ENCARGOS SOBRE FINANCIAMENTOS CONCEDIDOS A RECEBER;D;A;Devedora;Último
1.1.2.4.1.07.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS COM RECURSOS PREVIDENCIÁRIOS;D;S;Devedora;Superior
1.1.2.4.1.07.01;EMPRÉSTIMOS CONSIGNADOS A SEGURADOS - RPPS - FUNDO EM CAPITALIZAÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.02;FINANCIAMENTOS A RECEBER - RPPS - FUNDO EM CAPITALIZAÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.03;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS A RECEBER - RPPS - FUNDO EM CAPITALIZAÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.04;JUROS E ENCARGOS SOBRE FINANCIAMENTOS A RECEBER - RPPS - FUNDO EM CAPITALIZAÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.05;EMPRÉSTIMOS CONSIGNADOS A SEGURADOS - RPPS - FUNDO EM REPARTIÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.06;FINANCIAMENTOS A RECEBER - RPPS - FUNDO EM REPARTIÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.07;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS A RECEBER - RPPS - FUNDO EM REPARTIÇÃO;D;A;Devedora;Último
1.1.2.4.1.07.08;JUROS E ENCARGOS SOBRE FINANCIAMENTOS A RECEBER - RPPS -FUNDO EM REPARTIÇÃO;D;A;Devedora;Último
1.1.2.4.1.99.00;OUTROS - EMPRESTIMOS E FINANCIAMENTOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.2.00.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS - INTRA OFSS;D;S;Devedora;Superior
1.1.2.4.2.01.00;EMPRÉSTIMOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.2.01.01;DEVEDORES POR EMPRÉSTIMOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.2.02.00;FINANCIAMENTOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.2.02.01;DEVEDORES POR FINANCIAMENTOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.2.03.00;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS A RECEBER;D;S;Devedora;Superior
1.1.2.4.2.03.01;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS CONCEDIDOS A RECEBER;D;A;Devedora;Último
1.1.2.4.2.03.02;JUROS E ENCARGOS SOBRE FINANCIAMENTOS CONCEDIDOS A RECEBER;D;A;Devedora;Último
1.1.2.4.2.07.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS COM RECURSOS PREVIDENCIÁRIOS;D;S;Devedora;Superior
1.1.2.4.2.07.01;EMPRÉSTIMOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.2.07.02;FINANCIAMENTOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.2.07.03;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.2.07.04;JUROS E ENCARGOS SOBRE FINANCIAMENTOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.2.99.00;OUTROS - EMPRESTIMOS E FINANCIAMENTOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.3.00.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS-INTER OFSS - UNIÃO;D;S;Devedora;Superior
1.1.2.4.3.01.00;EMPRÉSTIMOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.3.01.01;DEVEDORES POR EMPRÉSTIMOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.3.02.00;FINANCIAMENTOS CONCEDIDOS;D;S;Devedora;Superior
1.1.2.4.3.02.01;DEVEDORES POR FINANCIAMENTOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.3.03.00;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS A RECEBER;D;S;Devedora;Superior
1.1.2.4.3.03.01;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS CONCEDIDOS A RECEBER;D;A;Devedora;Último
1.1.2.4.3.03.02;JUROS E ENCARGOS SOBRE FINANCIAMENTOS CONCEDIDOS A RECEBER;D;A;Devedora;Último
1.1.2.4.3.07.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS COM RECURSOS PREVIDENCIÁRIOS;D;S;Devedora;Superior
1.1.2.4.3.07.01;EMPRÉSTIMOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.3.07.02;FINANCIAMENTOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.3.07.03;JUROS E ENCARGOS SOBRE EMPRÉSTIMOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.3.07.04;JUROS E ENCARGOS SOBRE FINANCIAMENTOS A RECEBER - RPPS;D;A;Devedora;Último
1.1.2.4.3.99.00;OUTROS - EMPRESTIMOS E FINANCIAMENTOS CONCEDIDOS;D;A;Devedora;Último
1.1.2.4.4.00.00;EMPRÉSTIMOS E FINANCIAMENTOS CONCEDIDOS-INTER OFSS - ESTADO;D;S;Devedora;Superior
